label,sentence
0,"shows Holmes has the screen presence to become a major-league leading lady, (but) the movie itself is an underachiever, a psychological mystery that takes its sweet time building to a climax that's scarcely a surprise by the time it arrives."
0,But it wasn't.
1,Foster breathes life into a roll that could have otherwise been bland and run of the mill.
0,"In old-fashioned screenwriting parlance, Ms. Shreve's novel proved too difficult a text to 'lick,' despite the efforts of a first-rate cast."
1,"Well-acted, well-directed and, for all its moodiness, not too pretentious."
0,"A tired, predictable, bordering on offensive, waste of time, money and celluloid."
0,There's no disguising this as one of the worst films of the summer.
0,Frida isn't that much different from many a Hollywood romance.
0,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor, verve and fun."
1,Scott Baio is turning in some delightful work on indie projects.
1,"Keenly observed and refreshingly natural, Swimming gets the details right, from its promenade of barely clad bodies in Myrtle Beach, S.C., to the adrenaline jolt of a sudden lunch rush at the diner."
1,"Like Vardalos and Corbett, who play their roles with vibrant charm, the film, directed by Joel Zwick, is heartfelt and hilarious in ways you can't fake."
0,A lame comedy.
1,"Deliberately and devotedly constructed, Far from Heaven is too picture postcard perfect, too neat and new pin-like, too obviously a recreation to resonate."
1,Morvern rocks.
1,"A positively thrilling combination of ethnography and all the intrigue, betrayal, deceit and murder of a Shakespearean tragedy or a juicy soap opera."
0,"When 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science, it does a disservice to the audience and to the genre."
0,"Illiterate, often inert sci-fi action thriller."
1,"As Janice, Eileen Walsh, an engaging, wide-eyed actress whose teeth are a little too big for her mouth, infuses the movie with much of its slender, glinting charm."
1,A film of quiet power.
0,"Overwrought, melodramatic bodice-ripper."
1,"Zhuangzhuang creates delicate balance of style, text, and subtext that's so simple and precise that anything discordant would topple the balance, but against all odds, nothing does."
1,"Because the film deliberately lacks irony, it has a genuine dramatic impact; it plays like a powerful 1957 drama we've somehow never seen before."
1,It's a very valuable film...
0,Bad movie.
0,"Just when you think you are making sense of it, something happens that tells you there is no sense."
1,"The rich performances by Friel -- and especially Williams, an American actress who becomes fully English -- round out the square edges."
0,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.
0,An undistinguished attempt to make a classic theater piece cinematic.
0,It's Pauly Shore awful.
1,", ""They're out there!"""
0,"A sour attempt at making a Farrelly Brothers-style, down-and-dirty laugher for the female set."
0,What could have been right at home as a nifty plot line in Steven Soderbergh's Traffic fails to arrive at any satisfying destination.
1,"Oh, James!"
1,"Got some good, organic character work, lots of obvious political insights and little room for engaging, imaginative filmmaking in its nearly 2 1/2-hour, dissipated length."
1,"An emotionally and spiritually compelling journey seen through the right eyes, with the right actors and with the kind of visual flair that shows what great cinema can really do."
0,"An inept, tedious spoof of '70s kung fu pictures, it contains almost enough chuckles for a three-minute sketch, and no more."
1,"A vivid, sometimes surreal, glimpse into the mysteries of human behavior."
1,It's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form.
1,A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich.
1,"It's affecting, amusing, sad and reflective."
0,How can such a cold movie claim to express warmth and longing?
0,The film didn't convince me that Calvin Jr.'s Barbershop represents some sort of beacon of hope in the middle of Chicago's South Side.
1,Exciting documentary.
1,"At its most basic, this cartoon adventure is that wind-in-the-hair exhilarating."
1,A winning piece of work filled with love for the movies of the 1960s.
0,"Her film is like a beautiful food entrée that isn't heated properly, so that it ends up a bit cold and relatively flavorless."
0,The most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill.
1,Gives everyone something to shout about.
1,"It's a setup so easy it borders on facile, but keeping the film from cheap-shot mediocrity is its crack cast."
1,The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy.
1,Deliciously mean-spirited and wryly observant.
1,"As dumb and cheesy as they may be, the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy, supposed family-friendly comedy."
0,"Though clearly well-intentioned, this cross-cultural soap opera is painfully formulaic and stilted."
1,Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers.
1,"Reassuring, retro uplifter."
1,The most brilliant work in this genre since the 1984 uncut version of Sergio Leone's flawed but staggering Once Upon a Time in America.
1,"There are deeply religious and spiritual people in this world who would argue that entering a church, synagogue or temple doesn't mean you have to check your brain at the door."
1,"This is unusual, food-for-thought cinema that's as entertaining as it is instructive."
1,"Much credit must be given to the water-camera operating team of Don King, Sonny Miller, and Michael Stewart."
0,A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks.
0,What begins brightly gets bogged down over 140 minutes.
0,A painfully slow cliche-ridden film filled with more holes than Clyde Barrow's car.
1,The best of the Pierce Brosnan James Bond films to date.
1,"Drumline is -- the mere suggestion, albeit a visually compelling one, of a fully realized story."
0,"To be influenced chiefly by humanity's greatest shame, reality shows -- reality shows for God's sake!"
0,"Take away the controversy, and it's not much more watchable than a Mexican soap opera."
0,"The audacity to view one of Shakespeare's better known tragedies as a dark comedy is, by itself, deserving of discussion."
1,The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally.
1,"Too damn weird to pass up, and for the blacklight crowd, way cheaper (and better) than Pink Floyd tickets."
0,You expect more from director Michael Apted (Enigma) and screenwriter Nicholas Kazan (Reversal of Fortune) than this cliche pileup.
0,Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning.
0,"A good-natured ensemble comedy that tries hard to make the most of a bumper cast, but never quite gets off the ground."
1,A moving and solidly entertaining comedy/drama that should bolster director and co-writer Juan José Campanella's reputation in the United States.
0,Everything is off.
1,Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up.
0,Pretend like your SAT scores are below 120 and you might not notice the flaws.
1,Mordantly funny and intimately knowing ...
0,I can't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops.
0,"It's Tommy's job to clean the peep booths surrounding her, and after viewing this one, you'll feel like mopping up, too."
1,"Each of these stories has the potential for Touched by an Angel simplicity and sappiness, but Thirteen Conversations About One Thing, for all its generosity and optimism, never resorts to easy feel-good sentiments."
0,There's...an underlying Old World sexism to Monday Morning that undercuts its charm.
0,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.
1,I liked a lot of the smaller scenes.
0,"Some of the computer animation is handsome, and various amusing sidekicks add much-needed levity to the otherwise bleak tale, but overall the film never rises above mediocrity."
1,Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart.
1,Nothing can detract from the affection of that moral favorite: friends will be friends through thick and thin.
1,Bring tissues.
1,"An enthralling, entertaining feature."
1,"As a director, Paxton is surprisingly brilliant, deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip."
1,Well-made but mush-hearted.
1,LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other.
1,"Assured, glossy and shot through with brittle desperation."
1,A damn fine and a truly distinctive and a deeply pertinent film.
1,"Filmmaker Stacy Peralta has a flashy editing style that doesn't always jell with Sean Penn's monotone narration, but he respects the material without sentimentalizing it."
0,"Despite its promising cast of characters, Big Trouble remains a loosely tied series of vignettes which only prove that 'zany' doesn't necessarily mean 'funny.'"
1,A surprisingly sweet and gentle comedy.
0,"...begins with promise, but runs aground after being snared in its own tangled plot."
1,"Although What Time offers Tsai's usual style and themes, it has a more colorful, more playful tone than his other films."
0,"A dull, inconsistent, dishonest female bonding picture."
1,A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle.
1,"With an unflappable air of decadent urbanity, Everett remains a perfect Wildean actor, and a relaxed Firth displays impeccable comic skill."
0,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act, it still comes off as a touching, transcendent love story."
1,It has that rare quality of being able to creep the living hell out of you...
1,I encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry!
0,"What goes on for the 110 minutes of ""Panic Room"" is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals."
0,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life; despite the title...amounts to surprisingly little.
0,The script was reportedly rewritten a dozen times -- either 11 times too many or else too few.
0,"The Master of Disguise may have made a great Saturday Night Live sketch, but a great movie it is not."
0,"If we're to slap protagonist Genevieve LePlouff because she's French, do we have that same option to slap her creators because they're clueless and inept?"
0,"I've had more interesting -- and, dare I say, thematically complex -- bowel movements than this long-on-the-shelf, point-and-shoot exercise in gimmicky crime drama."
0,"I've seen some bad singer-turned actors, but Lil Bow Wow takes the cake."
1,"""Nicholas Nickleby"" is a perfect family film to take everyone to since there's no new ""A Christmas Carol"" out in the theaters this year."
1,"It won't hold up over the long haul, but in the moment, Finch's tale provides the forgettable pleasures of a Saturday matinee."
0,Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz?
1,"How good this film might be, depends if you believe that the shocking conclusion is too much of a plunge or not."
0,"A cellophane-pop remake of the punk classic Ladies and Gentlemen, The Fabulous Stains...Crossroads is never much worse than bland or better than inconsequential."
1,Pretty good little movie.
0,"If nothing else, ""Rollerball"" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J."
1,"Angel presents events partly from the perspective of Aurelie and Christelle, and infuses the film with the sensibility of a particularly nightmarish fairytale."
0,"Nemesis suffers from a paunchy midsection, several plodding action sequences and a wickedly undramatic central theme."
1,"Even when he's not at his most critically insightful, Godard can still be smarter than any 50 other filmmakers still at work."
1,"The fascination comes in the power of the Huston performance, which seems so larger than life and yet so fragile, and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react."
0,(T)he film is never sure to make a clear point – even if it seeks to rely on an ambiguous presentation.
0,This movie is about the worst thing Chan has done in the United States.
1,Amazing!
0,The Ya-Ya's have many secrets and one is - the books are better.
0,The plot's contrivances are uncomfortably strained.
1,A thoroughly entertaining comedy that uses Grant's own twist of acidity to prevent itself from succumbing to its own bathos.
1,"Kids will love its fantasy and adventure, and grownups should appreciate its whimsical humor."
1,(Allen's) best works understand why snobbery is a better satiric target than middle-America diversions could ever be.
1,"The stars may be college kids, but the subject matter is as adult as you can get: the temptations of the flesh are unleashed by a slightly crazed, overtly determined young woman and a one-night swim turns into an ocean of trouble."
0,We've liked Klein's other work but Rollerball left us cold.
1,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement.
0,"A markedly inactive film, City is conversational bordering on confessional."
1,"Clever and unflinching in its comic barbs, Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up."
1,"Soderbergh, like Kubrick before him, may not touch the planet's skin, but understands the workings of its spirit."
1,There is no denying the power of Polanski's film...
0,To be oblivious to the existence of this film would be very sweet indeed.
1,"Though it goes further than both, anyone who has seen The Hunger or Cat People will find little new here, but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary."
1,The beautifully choreographed kitchen ballet is simple but absorbing.
1,"From the opening strains of the Average White Band's ""Pick up the Pieces"", you can feel the love."
0,Empire can't make up its mind whether it wants to be a gangster flick or an art film.
0,The result is so tame that even slightly wised-up kids would quickly change the channel.
1,"A penetrating, potent exploration of sanctimony, self-awareness, self-hatred and self-determination."
1,"Thirteen Conversations About One Thing lays out a narrative puzzle that interweaves individual stories, and, like a Mobius strip, elliptically loops back to where it began."
1,Director Peter Kosminsky gives these women a forum to demonstrate their acting 'chops' and they take full advantage.
0,Storytelling feels slight.
1,"Witty, vibrant, and intelligent."
1,"Despite its shortcomings, Girls Can't Swim represents an engaging and intimate first feature by a talented director to watch, and it's a worthy entry in the French coming-of-age genre."
1,Interesting and thoroughly unfaithful version of Carmen
1,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all."
1,For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche.
1,"It's a smart, funny look at an arcane area of popular culture, and if it isn't entirely persuasive, it does give exposure to some talented performers."
0,We get the comedy we settle for.
0,Eerily accurate depiction of depression.
0,"Schrader aims to present an unflinching look at one man's downfall, brought about by his lack of self-awareness."
0,"Feels like the work of someone who may indeed have finally aged past his prime ... and, perhaps more than he realizes, just wants to be liked by the people who can still give him work."
1,Extraordinary debut from Josh Koury.
0,...a bland murder-on-campus yawner.
1,"Cannon's confidence and laid-back good spirits are, with the drumming routines, among the film's saving graces."
1,"Just like a splendid meal, Red Dragon satisfies – from its ripe recipe, inspiring ingredients, certified cuisine and palatable presentation."
0,Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening.
1,Features what is surely the funniest and most accurate depiction of writer's block ever.
1,"Whenever it threatens to get bogged down in earnest dramaturgy, a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us."
1,Surprisingly powerful and universal.
0,"The story has its redundancies, and the young actors, not very experienced, are sometimes inexpressive."
0,Even Murphy's expert comic timing and famed charisma can't rescue this effort.
1,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age.
1,"An intelligent, multi-layered and profoundly humanist (not to mention gently political) meditation on the values of knowledge, education, and the affects of cultural and geographical displacement."
0,"If Hill isn't quite his generation's Don Siegel (or Robert Aldrich), it's because there's no discernible feeling beneath the chest hair; it's all bluster and cliché."
0,"And neither do cliches, no matter how 'inside' they are."
0,Strictly a 'guy's film' in the worst sense of the expression.
0,"A lightweight, uneven action comedy that freely mingles French, Japanese and Hollywood cultures."
0,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free.
1,Can you bear the laughter?
0,"""Abandon"" will leave you wanting to abandon the theater."
0,The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man.
1,"Not as good as The Full Monty, but a really strong second effort."
1,"Asks what truth can be discerned from non-firsthand experience, and specifically questions cinema's capability for recording truth."
1,"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching, but otherwise the production is suitably elegant."
1,"...a solid, unassuming drama."
1,"A formula family tearjerker told with a heavy Irish brogue...accentuating, rather than muting, the plot's saccharine thrust."
1,It's fairly solid--not to mention well edited so that it certainly doesn't feel like a film that strays past the two and a half mark.
0,The holiday message of the 37-minute Santa vs. the Snowman leaves a lot to be desired.
0,"A vile, incoherent mess...a scummy ripoff of David Cronenberg's brilliant 'Videodrome.'"
1,Discursive but oddly riveting documentary.
0,"What's most offensive isn't the waste of a good cast, but the film's denial of sincere grief and mourning in favor of bogus spiritualism."
0,"Like a medium-grade network sitcom--mostly inoffensive, fitfully amusing, but ultimately so weightless that a decent draft in the auditorium might blow it off the screen."
1,"A little melodramatic, but with enough hope to keep you engaged."
1,"Not only is it a charming, funny and beautifully crafted import, it uses very little dialogue, making it relatively effortless to read and follow the action at the same time."
0,"Just about all of the film is confusing on one level or another, making Ararat far more demanding than it needs to be."
1,"Though it lacks the utter authority of a genre gem, there's a certain robustness to this engaging mix of love and bloodletting."
1,It's touching and tender and proves that even in sorrow you can find humor.
0,Collapses after 30 minutes into a slap-happy series of adolescent violence.
1,A spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth.
1,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey, featuring a pathetic, endearing hero who is all too human."
0,"A surprisingly flat retread, hobbled by half-baked setups and sluggish pacing."
1,"Fierce, glaring and unforgettable."
0,The film doesn't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal.
1,"There are laughs aplenty, and, as a bonus, viewers don't have to worry about being subjected to farts, urine, feces, semen, or any of the other foul substances that have overrun modern-day comedies."
1,A lot more dimensional and complex than its sunny disposition would lead you to believe.
1,Miller has crafted an intriguing story of maternal instincts and misguided acts of affection.
0,"Sometimes there are very, very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely."
0,An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product.
1,"Some movies suck you in despite their flaws, and Heaven is one such beast."
0,"With a ""Spy Kids"" sequel opening next week, why bother with a contemptible imitator starring a ""SNL"" has-been acting like an 8-year-old channeling Roberto Benigni?"
0,"Muddled, melodramatic paranormal romance is an all-time low for Kevin Costner."
1,"In a summer of clones, Harvard Man is something rare and riveting: a wild ride that relies on more than special effects."
1,So original in its base concept that you cannot help but get caught up.
0,"But even then, I'd recommend waiting for DVD and just skipping straight to her scenes."
0,This New Zealand coming-of-age movie isn't really about anything.
1,Quitting offers piercing domestic drama with spikes of sly humor.
1,Mama Africa pretty much delivers on that promise.
0,"We hate (Madonna) within the film's first five minutes, and she lacks the skill or presence to regain any ground."
1,Much smarter and more attentive than it first sets out to be.
1,One regards Reign of Fire with awe.
0,"It's tough to tell which is in more abundant supply in this woefully hackneyed movie, directed by Scott Kalvert, about street gangs and turf wars in 1958 Brooklyn -- stale cliches, gratuitous violence, or empty machismo."
0,"The story is also as unoriginal as they come, already having been recycled more times than I'd care to count."
1,"You've already seen City by the Sea under a variety of titles, but it's worth yet another visit."
0,"In one scene, we get a stab at soccer hooliganism, a double-barreled rip-off of Quentin Tarantino's climactic shootout -- and Meat Loaf explodes."
0,"is the kind of movie that's critic-proof, simply because it aims so low."
0,"To the civilized mind, a movie like Ballistic: Ecks Vs. Sever is more of an ordeal than an amusement."
1,A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know.
0,"My precious new Star Wars movie is a lumbering, wheezy drag..."
0,"A dull, simple-minded and stereotypical tale of drugs, death and mind-numbing indifference on the inner-city streets."
0,Throw Smoochy from the train!
0,An alternately raucous and sappy ethnic sitcom...you'd be wise to send your regrets.
0,None of this is half as moving as the filmmakers seem to think.
0,"The heedless impetuousness of youth is on full, irritating display in (this) meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot."
0,"A low-budget affair, Tadpole was shot on digital video, and the images often look smeary and blurry, to the point of distraction."
1,Irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs.
1,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion."
0,The story's pathetic and the gags are puerile.
0,"Showtime isn't particularly assaultive, but it can still make you feel that you never want to see another car chase, explosion or gunfight again."
0,By the final whistle you're convinced that this Mean Machine was a decent TV outing that just doesn't have big screen magic.
0,"First, for a movie that tries to be smart, it's kinda dumb."
0,And people make fun of me for liking Showgirls.
0,...the story simply putters along looking for astute observations and coming up blank.
1,"It has a caffeinated, sloppy brilliance, sparkling with ideas you wish had been developed with more care, but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame."
1,"If you're not deeply touched by this movie, check your pulse."
0,"Whether it's the worst movie of 2002, I can't say for sure: Memories of Rollerball have faded, and I skipped Country Bears."
1,"Children, Christian or otherwise, deserve to hear the full story of Jonah's despair -- in all its agonizing, Catch-22 glory -- even if they spend years trying to comprehend it."
1,"Muccino, who directed from his own screenplay, is a canny crowd pleaser, and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex."
1,Has a solid emotional impact.
0,"Dogtown is hollow, self-indulgent, and - worst of all - boring."
0,The Sweetest Thing leaves a bitter taste.
0,One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch.
1,"Has enough wit, energy and geniality to please not only the fanatical adherents on either side, but also people who know nothing about the subject and think they're not interested."
0,Lawrence should stick to his day job.
0,By turns numbingly dull-witted and disquietingly creepy.
1,"Buy is an accomplished actress, and this is a big, juicy role."
0,Maid in Manhattan proves that it's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies.
1,"Thought-provoking and stylish, if also somewhat hermetic."
0,A cleverly crafted but ultimately hollow mockumentary.
1,"Jacquot has filmed the opera exactly as the libretto directs, ideally capturing the opera's drama and lyricism."
0,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten."
1,"From a deceptively simple premise, this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times."
1,"Unexpected, and often contradictory, truths emerge."
1,Has the capability of effecting change and inspiring hope.
0,"Even if you're an Elvis person, you won't find anything to get excited about on this DVD."
1,Together writer-director Danny Verete's three tales comprise a powerful and reasonably fulfilling gestalt.
1,"Writer/director Walter Hill is in his hypermasculine element here, once again able to inject some real vitality and even art into a pulpy concept that, in many other hands would be completely forgettable."
1,"Goldbacher draws on an elegant visual sense and a talent for easy, seductive pacing ... but she and writing partner Laurence Coriat don't manage an equally assured narrative coinage."
1,The script is smart and dark - hallelujah for small favors.
1,"Even though we know the outcome, the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller, while the testimony of witnesses lends the film a resonant undertone of tragedy."
1,"You're not merely watching history, you're engulfed by it."
0,I am more offended by his lack of faith in his audience than by anything on display here.
1,We're drawn in by the dark luster.
0,The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil.
0,It's not a great monster movie.
1,"It's a lovely, sad dance highlighted by Kwan's unique directing style."
0,It's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead.
1,The all-French cast is marveilleux.
0,"If the title is a Jeopardy question, then the answer might be ""How does Steven Seagal come across these days?"""
1,"The Emperor's Club, ruthless in its own placid way, finds one of our most conservative and hidebound movie-making traditions and gives it new texture, new relevance, new reality."
1,That Storytelling has value cannot be denied.
0,The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break.
0,It's hard to believe that something so short could be so flabby.
1,"It establishes its ominous mood and tension swiftly, and if the suspense never rises to a higher level, it is nevertheless maintained throughout."
0,Solondz may well be the only one laughing at his own joke
1,"Deep intelligence and a warm, enveloping affection breathe out of every frame."
0,"Swinging, the film makes it seem, is not a hobby that attracts the young and fit."
0,There's a reason why halftime is only fifteen minutes long.
1,"Winds up being both revelatory and narcissistic, achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines, precious circumstances and beautiful stars."
1,"In its own floundering way, it gets to you."
0,"Behind the glitz, Hollywood is sordid and disgusting."
0,"This mild-mannered farce, directed by one of its writers, John C. Walsh, is corny in a way that bespeaks an expiration date passed a long time ago."
0,"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player, this latest skewering ... may put off insiders and outsiders alike."
1,Significantly better than its 2002 children's-movie competition.
1,This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice.
1,Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky's diaries.
0,"With the exception of McCoist, the players don't have a clue on the park."
0,No amount of good acting is enough to save Oleander's uninspired story.
0,Everyone's to blame here.
1,Evokes the 19th century with a subtlety that is an object lesson in period filmmaking.
0,"An odd, haphazard, and inconsequential romantic comedy."
0,...another example of how Sandler is losing his touch.
0,"An awful lot like one of (Spears') music videos in content -- except that it goes on for at least 90 more minutes and, worse, that you have to pay if you want to see it."
0,Stale and clichéd to a fault.
0,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids.
0,Zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a
1,"Holofcener rejects patent solutions to dramatize life's messiness from inside out, in all its strange quirks."
0,I still want my money back.
0,"No one involved, save Dash, shows the slightest aptitude for acting, and the script, credited to director Abdul Malik Abbott and Ernest 'Tron' Anderson, seems entirely improvised."
1,It's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just can't take it any more.
0,"Narratively, Trouble Every Day is a plodding mess."
1,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process.
1,"If there's no art here, it's still a good yarn -- which is nothing to sneeze at these days."
0,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge.
1,Its sheer dynamism is infectious.
1,"The film is reasonably entertaining, though it begins to drag two-thirds through, when the melodramatic aspects start to overtake the comedy."
1,"Simultaneously heart-breaking and very funny, The Last Kiss is really all about performances."
0,Start reading your scripts before signing that dotted line.
1,Jackson and co have brought back the value and respect for the term epic cinema.
0,A pathetically inane and unimaginative cross between XXX and Vertical Limit.
1,"Max pokes, provokes, takes expressionistic license and hits a nerve...as far as art is concerned, it's mission accomplished."
1,"The power of Shanghai Ghetto, a documentary by Dana Janklowicz-Mann and Amir Mann, rests in the voices of men and women, now in their 70s, who lived there in the 1940s."
0,"'Punch-Drunk Love is so convinced of its own brilliance that, if it were a person, you'd want to smash its face in.'"
0,A sentimental mess that never rings true.
1,A fascinating case study of flower-power liberation -- and the price that was paid for it.
0,"(Janey) forgets about her other obligations, leading to a tragedy which is somehow guessable from the first few minutes, maybe because it echoes the by now intolerable morbidity of so many recent movies."
0,"The only problem is that, by the end, no one in the audience or the film seems to really care."
0,A film without surprise geared toward maximum comfort and familiarity.
0,"...although this idea is ""new"" the results are tired."
1,"Remarkable for its excellent storytelling, its economical, compressed characterisations and for its profound humanity, it's an adventure story and history lesson all in one."
1,"Mike White's deft combination of serious subject matter and dark, funny humor make ""The Good Girl"" a film worth watching."
1,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms, Waiting for Happiness is ultimately thoughtful without having much dramatic impact."
0,This may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar.
1,"It's a treat – a delightful, witty, improbable romantic comedy with a zippy jazzy score... Grant and Bullock make it look as though they are having so much fun."
0,"The trouble is, its filmmakers run out of clever ideas and visual gags about halfway through."
0,Even when Crush departs from the 4W formula ... it feels like a glossy rehash.
1,Nair doesn't treat the issues lightly.
1,A compelling motion picture that illustrates an American tragedy.
0,It's that painful.
1,"Smart, sassy interpretation of the Oscar Wilde play."
1,There's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that's packed with just as much intelligence as action.
1,"Though writer/director Bart Freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship, it has some special qualities and the soulful gravity of Crudup's anchoring performance."
1,The early and middle passages are surprising in how much they engage and even touch us.
1,"(Cho's face is) an amazing slapstick instrument, creating a scrapbook of living mug shots."
0,"If ever such a dependable concept was botched in execution, this is it."
0,"his (Nelson's) screenplay needs some serious re-working to show more of the dilemma, rather than have his characters stage shouting matches about it."
0,Terminally brain dead production.
1,(Grant) goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it.
0,The movie suffers from two fatal ailments -- a dearth of vitality and a story that's shapeless and uninflected.
0,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense, and drags out too many scenes toward the end that should move quickly."
1,"While most films these days are about nothing, this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world."
0,"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers, and circles it obsessively, without making contact."
0,Well-meant but unoriginal.
1,"It's an effort to watch this movie, but it eventually pays off and is effective if you stick with it."
1,"It's Burns' visuals, characters and his punchy dialogue, not his plot, that carry waydowntown."
1,"The real triumphs in Igby come from Philippe, who makes Oliver far more interesting than the character's lines would suggest, and Sarandon, who couldn't be better as a cruel but weirdly likable WASP matron."
0,"The Quiet American isn't a bad film, it's just one that could easily wait for your pay per view dollar."
0,No.
0,Kapur weighs down the tale with bogus profundities.
1,"My Big Fat Greek Wedding is that rare animal known as 'a perfect family film,' because it's about family."
1,"Even though many of these guys are less than adorable (their lamentations are pretty much self-centered), there's something vital about the movie."
1,"While it may not add up to the sum of its parts, Holofcener's film offers just enough insight to keep it from being simpleminded, and the ensemble cast is engaging enough to keep you from shifting in your chair too often."
0,"An ugly, revolting movie."
1,"If you are into splatter movies, then you will probably have a reasonably good time with The Salton Sea."
0,"The characterizations and dialogue lack depth or complexity, with the ironic exception of Scooter."
1,"Shanghai Ghetto may not be as dramatic as Roman Polanski's The Pianist, but its compassionate spirit soars every bit as high."
0,But it's hardly a necessary enterprise.
1,"Ratliff's two previous titles, Plutonium Circus and Purgatory County show his penchant for wry, contentious configurations, and this film is part of that delicate canon."
0,Distinctly sub-par...more likely to drown a viewer in boredom than to send any shivers down his spine.
